,brand,model,raw_model,category,lens_width,nose_bridge,temple_length,frame_width
672,Demetz,TRANSLATIO XL HAD21-00251 (5816),TRANSLATIOXLHAD21002515816,Оправы для очков,58,16,120,148
673,Fabiano,FA-652019 C1,FA652019C1,Оправы для очков,51,20,140,138
674,Fabiano,FA-0814 С02,FA0814С02,Оправы для очков,56,18,140,140
675,Nano,"ISTA, NAO630145",ISTANAO630145,Оправы для очков,45,16,127,120
676,Armani Exchange,AX3048-8238,AX30488238,Оправы для очков,54,17,140,140
677,Armani Exchange,AX1045-6103,AX10456103,Оправы для очков,53,18,140,136
678,Vogue,VO 4094 - 323,VO4094323,Оправы для очков,52,18,135,134
679,Nano,"ISTA, NAO600846",ISTANAO600846,Оправы для очков,46,17,127,122
680,Nano,"ISTA, NAO830548",ISTANAO830548,Оправы для очков,48,19,127,130
681,Nano,"ISTA, NAO3000446",ISTANAO3000446,Оправы для очков,46,14,133,115
682,H.i.s,HK166-003,HK166003,Оправы для очков,46,18,132,122
683,Trussardi,TR 12503 RE,TR12503RE,Оправы для очков,54,16,135,135
684,Trussardi,TR 12510 BK,TR12510BK,Оправы для очков,54,16,135,134
685,Laura Biagiotti,VBB 302 C05,VBB302C05,Оправы для очков,55,14,140,137
686,Laura Biagiotti,VLB 017 C00,VLB017C00,Оправы для очков,54,18,140,132
687,Okula,"ОПРАВА OCULA, OK 1054 F2",ОПРАВАOCULAOK1054F2,Оправы для очков,52,17,135,130
688,Jean Reno,1243 C3,1243C3,Оправы для очков,45,20,135,132
689,Amb Vision,AMB-01-T012 C03,AMB01T012C03,Оправы для очков,53,18,140,138
690,Elfspirit Kids,EF2085 C043,EF2085C043,Оправы для очков,48,14,125,118
691,Inface,IF8354-305,IF8354305,Оправы для очков,52,17,140,130
692,Gianfrance Ferre,GF 415-02  G02,GF41502G02,Оправы для очков,54,16,140,132
693,Ziggy,1273 C3,1273C3,Оправы для очков,46,20,135,127
694,Ziggy,1270 C3,1270C3,Оправы для очков,48,19,120,130
695,Ziggy,1179 C6,1179C6,Оправы для очков,51,19,125,115
696,Ziggy,94 C2,94C2,Оправы для очков,50,20,130,125
697,T-charge,T4002 T03,T4002T03,Оправы для очков,54,17,145,140
698,T-charge,T6057 G22,T6057G22,Оправы для очков,54,17,140,140
699,T-charge,T6067 G22,T6067G22,Оправы для очков,55,17,140,135
700,T-charge,T6103 A01,T6103A01,Оправы для очков,54,16,145,135
701,T-charge,T1180A 04C,T1180A04C,Оправы для очков,54,17,140,134
702,T-charge,T6103 G21,T6103G21,Оправы для очков,54,16,145,135
703,T-charge,T6054N G21,T6054NG21,Оправы для очков,56,17,140,138
704,T-charge,T6087 A01,T6087A01,Оправы для очков,52,16,145,128
705,T-charge,T6092 G24,T6092G24,Оправы для очков,54,16,145,132
706,T-charge,T6100 T01,T6100T01,Оправы для очков,55,18,145,140
707,T-charge,T6099 T04,T6099T04,Оправы для очков,55,17,145,137
708,Dolce&gabbana,DG 1258 1106,DG12581106,Оправы для очков,54,17,140,135
709,Ana Hickmann,AH1453 09A,AH145309A,Оправы для очков,53,17,142,136
710,Ana Hickmann,AH1392 05A,AH139205A,Оправы для очков,54,17,142,138
711,Ana Hickmann,HI1166 H04,HI1166H04,Оправы для очков,50,20,142,130
712,Ana Hickmann,HI1168T 05B,HI1168T05B,Оправы для очков,51,19,142,134
713,Ana Hickmann,AH6213N K02,AH6213NK02,Оправы для очков,55,17,145,134
714,Bulget,BG4129 T03,BG4129T03,Оправы для очков,54,16,14,138
715,Bulget,BG1750T 09A,BG1750T09A,Оправы для очков,53,17,140,136
716,Bulget,BG1751T 12A,BG1751T12A,Оправы для очков,53,17,140,135
717,Belluti,"ОПРАВА BELUTTI KIDS, BLL016 C3",ОПРАВАBELUTTIKIDSBLL016C3,Оправы для очков,47,16,130,121
718,Ana Hickmann,HIC 1047T 03A,HIC1047T03A,Оправы для очков,53,17,145,141
719,Polaroid,"PLD D438/G, 9F6",PLDD438G9F6,Оправы для очков,52,19,145,135
720,Polaroid,"PLD D448, VKM",PLDD448VKM,Оправы для очков,55,16,140,140
721,Nano,"ISTA TITAN, NAO190248",ISTATITANNAO190248,Оправы для очков,48,16,130,122
722,Armani Exchange,AX1046-6000,AX10466000,Оправы для очков,55,18,145,141
723,Nikitana,NK8703 C8,NK8703C8,Оправы для очков,59,17,143,144
724,Nano,"ISTA, NAO3180748",ISTANAO3180748,Оправы для очков,48,15,132,122
725,Nano,"ISTA, NAO3150550",ISTANAO3150550,Оправы для очков,50,17,133,130
726,Nano,"ISTA, NAO830450",ISTANAO830450,Оправы для очков,50,19,137,135
727,Nano,"ISTA, NAO830650",ISTANAO830650,Оправы для очков,50,19,137,134
728,Nano,"ISTA, NAO3180846",ISTANAO3180846,Оправы для очков,46,14,132,117
729,Fun Story Kids,FNS-11 C.1,FNS11C1,Оправы для очков,47,20,135,130
730,Fun Story Kids,FNS-11 C.7,FNS11C7,Оправы для очков,47,20,135,130
731,Leonardo D,LD 588 20-A,LD58820A,Оправы для очков,56,20,145,138
732,Roy Robson,10066 - 2,100662,Оправы для очков,58,18,145,144
733,Roy Robson,40069/SG - 3,40069SG3,Оправы для очков,60,17,150,150
734,Roy Robson,40069/SG - 1,40069SG1,Оправы для очков,60,17,150,149
735,Fisher Price Kids,FPCR006 GREY (50),FPCR006GREY50,Оправы для очков,50,16,130,127
736,Fisher Price Kids,FPVN012 FXA (49),FPVN012FXA49,Оправы для очков,49,16,135,126
737,Fisher Price Kids,"FPCL004, BKL (50)",FPCL004BKL50,Оправы для очков,50,16,130,130
738,Fisher Price Kids,FPVN006 BLUE (45),FPVN006BLUE45,Оправы для очков,44,16,120,112
739,Fisher Price Kids,FPVN016 BLUE (44),FPVN016BLUE44,Оправы для очков,44,15,135,116
740,Fisher Price Kids,FPVN005 FXA (49),FPVN005FXA49,Оправы для очков,49,15,120,124
741,Fisher Price Kids,FPVN002 VLT (44),FPVN002VLT44,Оправы для очков,44,15,120,116
742,Fisher Price Kids,FPVN014 VLT (44),FPVN014VLT44,Оправы для очков,44,15,130,115
743,Bulget,BG1700MT 04A,BG1700MT04A,Оправы для очков,52,19,150,140
744,Bulget,BG1678MT 06A,BG1678MT06A,Оправы для очков,56,18,145,138
745,Bulget,BG1699MT 02A,BG1699MT02A,Оправы для очков,51,18,145,133
746,Bulget,BG1672M 06A,BG1672M06A,Оправы для очков,54,18,145,138
747,Bulget,BG1742 07A,BG174207A,Оправы для очков,54,17,142,138
748,Bulget,BG1754M 02B,BG1754M02B,Оправы для очков,56,19,145,144
749,Bulget,BG1742 09A,BG174209A,Оправы для очков,54,17,142,137
750,Bulget,BG1697T 07A,BG1697T07A,Оправы для очков,51,18,142,133
751,Bulget,BG1678MT 09A,BG1678MT09A,Оправы для очков,56,18,145,137
752,La Stella,LSO 1008 C1,LSO1008C1,Оправы для очков,54,17,140,135
753,La Stella,LSO 1010 C3,LSO1010C3,Оправы для очков,57,18,140,140
754,La Stella,ME05-08 C01V,ME0508C01V,Оправы для очков,52,15,142,131
755,La Stella,LSO 1008 C2,LSO1008C2,Оправы для очков,54,17,140,135
756,La Stella,ME02-04 C07,ME0204C07,Оправы для очков,52,16,142,131
757,Sferoflex,SF 2599-268,SF2599268,Оправы для очков,53,17,135,129
758,Sferoflex,SF 2599-532,SF2599532,Оправы для очков,53,17,135,129
759,Sferoflex,SF 1137-C565,SF1137C565,Оправы для очков,52,21,145,136
760,Sferoflex,SF 2570-526,SF2570526,Оправы для очков,54,17,140,136
761,Sferoflex,SF 2579-509,SF2579509,Оправы для очков,53,17,135,133
762,Sferoflex,SF 2275-268,SF2275268,Оправы для очков,51,20,140,132
763,Sferoflex,SF 2289-525,SF2289525,Оправы для очков,53,17,145,138
764,Sferoflex,SF 2249-460,SF2249460,Оправы для очков,57,16,145,142
765,Sferoflex,SF 2294-277,SF2294277,Оправы для очков,57,18,145,143
766,Sferoflex,SF 2294-132,SF2294132,Оправы для очков,57,18,145,143
767,Sferoflex,SF 2294-526,SF2294526,Оправы для очков,57,18,145,143
768,Roy Robson,TITAN 40097- 3,TITAN400973,Оправы для очков,50,19,145,134
769,Swing,TR 376 COL. 378,TR376COL378,Оправы для очков,51,18,140,138
770,Fisher Price Kids,FPVN004 PRP (47),FPVN004PRP47,Оправы для очков,47,16,120,125
771,Ventoe,VCL 4203 C12,VCL4203C12,Оправы для очков,56,17,142,143
772,Ventoe Junior,VJ 972 C11,VJ972C11,Оправы для очков,48,17,128,128
773,Ventoe Junior,VJ 958 C13,VJ958C13,Оправы для очков,49,18,135,130
774,Ventoe Junior,VJ 951 C14,VJ951C14,Оправы для очков,47,16,130,130
775,Nano,"ISTA, NAO3180946",ISTANAO3180946,Оправы для очков,46,14,132,117
776,Nano,"ISTA AIRLINE, NAO3200150",ISTAAIRLINENAO3200150,Оправы для очков,50,17,139l,134
777,Nano,"ISTA, NAO3180848",ISTANAO3180848,Оправы для очков,48,15,132,123
778,Nano,"ISTA AIRLINE, NAO3210146",ISTAAIRLINENAO3210146,Оправы для очков,46,17,132,130
779,Nano,"ISTA AIRLINE, NAO3220250",ISTAAIRLINENAO3220250,Оправы для очков,50,18,140,130
780,Nano,"ISTA AIRLINE, NAO3210150",ISTAAIRLINENAO3210150,Оправы для очков,50,17,140,138
781,Nano,"ISTA AIRLINE, NAO3200250",ISTAAIRLINENAO3200250,Оправы для очков,50,17,139,136
782,Nano,"ISTA, NAO3031150",ISTANAO3031150,Оправы для очков,50,15,133,126
783,Nano,"ISTA, NAO3180948",ISTANAO3180948,Оправы для очков,48,15,132,123
784,Nano,"ISTA, NAO3170352",ISTANAO3170352,Оправы для очков,52,15,148,130
785,Nano,"ISTA TITAN, NAO170347",ISTATITANNAO170347,Оправы для очков,47,17,130,125
786,Nano,"ISTA, NAO3170554",ISTANAO3170554,Оправы для очков,54,16,148,134
787,Nano,"ISTA SPONGEBOB, NAO800246",ISTASPONGEBOBNAO800246,Оправы для очков,46,17,127,127
788,Ventoe Junior,VK 126 C12,VK126C12,Оправы для очков,46,15,125,120
789,Ventoe Junior,VJ 970 C13,VJ970C13,Оправы для очков,47,17,130,130
790,Ventoe Junior,VJ 958 C12,VJ958C12,Оправы для очков,49,18,135,130
791,Ventoe Junior,VJ 961 C11,VJ961C11,Оправы для очков,47,17,132,128
792,Ventoe Junior,VK 119 C11,VK119C11,Оправы для очков,46,16,125,124
793,Ventoe Junior,VJ 968 C12,VJ968C12,Оправы для очков,48,19,135,132
794,Fisher Price Kids,FPVN017 BLUE (48),FPVN017BLUE48,Оправы для очков,48,15,135,123
795,Bulget,BG1741T 09A,BG1741T09A,Оправы для очков,53,17,140,135
796,Bulget,BG1751T 05A,BG1751T05A,Оправы для очков,53,17,140,136
797,Bulget,BG6437 A01,BG6437A01,Оправы для очков,55,15,140,133
798,Bulget,BG1737T 07A,BG1737T07A,Оправы для очков,53,17,142,134
799,Bulget,BG1743 09A,BG174309A,Оправы для очков,53,17,142,137
800,Bulget,BG1743 05A,BG174305A,Оправы для очков,53,17,142,138
801,Fisher Price Kids,"FPCL004, GREY (50)",FPCL004GREY50,Оправы для очков,50,16,130,130
802,Fisher Price Kids,"FPVN013, FXA (45)",FPVN013FXA45,Оправы для очков,45,17,130,118
803,William Morris,LN50273 C2,LN50273C2,Оправы для очков,56,18,143,140
804,William Morris,LN50154 C1,LN50154C1,Оправы для очков,58,16,143,140
805,Riviera,RVS-112224 C3,RVS112224C3,Оправы для очков,54,16,140,142
806,Riviera,RVS-112228 C3,RVS112228C3,Оправы для очков,51,19,140,135
807,Riviera,RVS-112228 C5,RVS112228C5,Оправы для очков,51,19,140,134
808,William Morris,LN50135 C2,LN50135C2,Оправы для очков,51,20,145,133
809,Roy Robson,TITAN 40083-2,TITAN400832,Оправы для очков,51,20,145,138
810,Roy Robson,TITAN 60105-3,TITAN601053,Оправы для очков,55,15,145,138
811,Roy Robson,TITAN 40090-3,TITAN400903,Оправы для очков,54,18,145,140
812,Roy Robson,10078-1,100781,Оправы для очков,57,17,145,142
813,Roy Robson,TITAN 60117 -1,TITAN601171,Оправы для очков,55,16,145,135
814,Laura Ashley,LA 370 COL.1,LA370COL1,Оправы для очков,52,18,140,135
815,Laura Ashley,LA 690B COL.2,LA690BCOL2,Оправы для очков,51,21,140,135
816,Laura Ashley,LA 690B COL.3,LA690BCOL3,Оправы для очков,51,21,140,135
817,Laura Ashley,LA 678 COL.4,LA678COL4,Оправы для очков,51,17,135,135
818,Barbie Kids,"BBCL002, BLK",BBCL002BLK,Оправы для очков,46,18,130,124
819,Calando Junior,TRD-21 C5,TRD21C5,Оправы для очков,45,16,125,118
820,Calando Junior,TRD-21 C4,TRD21C4,Оправы для очков,45,16,125,118
821,Calando Junior,TRD-01 C10,TRD01C10,Оправы для очков,45,15,125,125
822,Calando Junior,TRD-09 C12,TRD09C12,Оправы для очков,50,16,125,125
823,Swing,LO 152 COL.31,LO152COL31,Оправы для очков,51,20,140,138
824,Swing,MO 2 COL.7,MO2COL7,Оправы для очков,46,19,140,131
825,Swing,MO 78 COL.4,MO78COL4,Оправы для очков,50,20,145,136
826,Swing,MO 92 COL.2,MO92COL2,Оправы для очков,48,20,140,127
827,Swing,TR 122 COL.193,TR122COL193,Оправы для очков,54,17,140,145
828,La Stella,841 C3,841C3,Оправы для очков,56,18,150,144
829,La Stella,LSO 1005  C4,LSO1005C4,Оправы для очков,56,18,145,145
830,La Stella,LSO 1005  C2,LSO1005C2,Оправы для очков,56,18,145,146
831,Sferoflex,SF 1576-C352,SF1576C352,Оправы для очков,54,15,135,140
832,Sferoflex,SF 2288-132,SF2288132,Оправы для очков,54,17,145,138
833,Sferoflex,SF 2269 - 522,SF2269522,Оправы для очков,54,21,145,139
834,Sferoflex,SF 9005-3015,SF90053015,Оправы для очков,56,19,140,145
835,Sferoflex,SF 9005-3001,SF90053001,Оправы для очков,56,19,140,145
836,Sferoflex,SF 2271-526,SF2271526,Оправы для очков,55,18,145,140
837,Sferoflex,SF 2271-441,SF2271441,Оправы для очков,57,18,145,144
838,La Stella,827 С1,827С1,Оправы для очков,53,17,140,132
839,Sferoflex,SF 2249-S709,SF2249S709,Оправы для очков,57,16,145,142
840,Hot Wheels Kids,HWBB001 BLK,HWBB001BLK,Оправы для очков,49,15,127,123
841,Hot Wheels Kids,HWBB004 GREY,HWBB004GREY,Оправы для очков,48,15,127,124
842,Hot Wheels Kids,HWV110 GREY,HWV110GREY,Оправы для очков,49,18,140,127
843,Hot Wheels Kids,HWV116 BLK,HWV116BLK,Оправы для очков,44,15,120,117
844,Barbie Kids,"BBV035,  SLV",BBV035SLV,Оправы для очков,49,19,135,127
845,Blancia,BC-286 C1,BC286C1,Оправы для очков,51,19,140,131
846,U.s. Polo Assn,USO 0068 C1,USO0068C1,Оправы для очков,54,18,140,133
847,Despada,DS-906 C.2,DS906C2,Оправы для очков,55,17,140,140
848,Filos,"FF1309, 05",FF130905,Оправы для очков,60,19,145,148
849,Filos,"FF1305, 07",FF130507,Оправы для очков,55,18,140,135
850,Carrera,"CA 6165, T0N",CA6165T0N,Мужские оправы для очков,51,18,140,130
851,Emporio Armani,"EA 9595, CSY",EA9595CSY,Мужские оправы для очков,54,16,135,130
852,Emporio Armani,"EA 9765, FSW",EA9765FSW,Мужские оправы для очков,48,20,145,135
853,Gucci,"GG 1006, 4GX",GG10064GX,Мужские оправы для очков,54,16,140,135
854,Marc Jacobs,"MARC 142, CSA",MARC142CSA,Мужские оправы для очков,55,16,145,140
855,Marc Jacobs,"MARC 290, 71C",MARC29071C,Мужские оправы для очков,55,17,145,137
856,You's,980 - 61,98061,Мужские оправы для очков,54,18,140,135
857,You's,907 - 09,90709,Мужские оправы для очков,54,18,140,135
858,De Stijl,S1620 (БЕЗ ФУТЛЯРА),S1620БЕЗФУТЛЯРА,Мужские оправы для очков,54,15,140,140
859,De Stijl,S1715 (БЕЗ ФУТЛЯРА),S1715БЕЗФУТЛЯРА,Мужские оправы для очков,55,17,140,145
860,Pal Zileri,"PZ 60047, C02",PZ60047C02,Мужские оправы для очков,55,16,140,145
861,De Stijl,S2744 (БЕЗ ФУТЛЯРА),S2744БЕЗФУТЛЯРА,Мужские оправы для очков,56,16,140,145
862,Tom Ford,TF 5455-056,TF5455056,Мужские оправы для очков,52,20,145,135
863,Calvin Klein,CK 5417 042,CK5417042,Мужские оправы для очков,54,19,140,140
864,Polaroid,"PLD D439/G, 2M2",PLDD439G2M2,Мужские оправы для очков,52,21,145,138
865,Porsche Design,"P8215, B",P8215B,Мужские оправы для очков,55,15,140,140
866,Leonardo D,LD 594 60,LD59460,Мужские оправы для очков,56,20,140,145
867,Prada,VPS 03M 573-1O1,VPS03M5731O1,Мужские оправы для очков,55,16,145,138
868,Dario Martini,DM375 COL.2,DM375COL2,Мужские оправы для очков,58,19,140,145
869,Carrera,"CARRERA HYPERFIT 23, 003",CARRERAHYPERFIT23003,Мужские оправы для очков,50,22,145,139
870,Rodenstock,"R2186, D",R2186D,Мужские оправы для очков,55,16,145,135
871,Pierre Cardin,"PC 6179, KFB",PC6179KFB,Мужские оправы для очков,55,16,145,140
872,Prada,VPR 60Q 1BO-1O1,VPR60Q1BO1O1,Мужские оправы для очков,56,18,140,140
873,Sting,"VS 6494, AL3",VS6494AL3,Мужские оправы для очков,53,17,140,135
874,Polaroid,"PLD D448, 08A",PLDD44808A,Мужские оправы для очков,55,16,140,139
875,Marc Jacobs,"MJ 539, 128",MJ539128,Мужские оправы для очков,52,19,145,140
876,Safilo,"7A 045, AOZ",7A045AOZ,Мужские оправы для очков,57,16,145,141
877,Safilo,"7A 057, V81",7A057V81,Мужские оправы для очков,54,17,140,135
878,Jaguar,JA 33707-6500,JA337076500,Мужские оправы для очков,49,21,140,131
879,Jaguar,JA 33112-6500,JA331126500,Мужские оправы для очков,50,18,145,135
880,De Stijl,S1645 (БЕЗ ФУТЛЯРА),S1645БЕЗФУТЛЯРА,Мужские оправы для очков,54,15,140,140
881,You's,765 - 61,76561,Мужские оправы для очков,51,19,140,135
882,You's,767 - 61,76761,Мужские оправы для очков,52,18,140,130
883,You's,786 - 15,78615,Мужские оправы для очков,52,18,140,130
884,You's,977 - 15,97715,Мужские оправы для очков,54,18,140,135
885,You's,789 - 205,789205,Мужские оправы для очков,54,17,145,130
886,You's,789 - 203,789203,Мужские оправы для очков,54,17,145,135
887,You's,979 - 203,979203,Мужские оправы для очков,56,18,140,140
888,You's,790 - 205,790205,Мужские оправы для очков,53,20,140,135
889,You's,790 - 15,79015,Мужские оправы для очков,53,20,140,135
890,You's,825 - 01,82501,Мужские оправы для очков,56,18,140,135
891,You's,825-32,82532,Мужские оправы для очков,56,18,135,130
892,You's,828 - 15B,82815B,Мужские оправы для очков,54,18,135,135
893,You's,828 - 203,828203,Мужские оправы для очков,54,18,140,135
894,Jaguar,31701-6412,317016412,Мужские оправы для очков,55,19,140,135
895,Jaguar,33085-6100,330856100,Мужские оправы для очков,57,14,140,135
896,Jaguar,JA 33115 - 3100,JA331153100,Мужские оправы для очков,60,16,145,144
897,Andy Wolf,4562 COL.A,4562COLA,Мужские оправы для очков,58,14,145,140
898,Prada,"VPS 03E, 1AB-1O1",VPS03E1AB1O1,Мужские оправы для очков,53,16,145,141
899,Marc Jacobs,MARC 132 807,MARC132807,Мужские оправы для очков,53,17,140,135
900,Ermenegildo Zegna,EZ 5038 015,EZ5038015,Мужские оправы для очков,50,21,145,130
901,Web,"WE 5117, 001",WE5117001,Мужские оправы для очков,53,17,145,140
902,Web,"WE 5119, 001",WE5119001,Мужские оправы для очков,53,15,145,140
903,Web,"WE 5120, 001",WE5120001,Мужские оправы для очков,54,15,145,140
904,Carrera,"CARRERA HYPERFIT 24, 807",CARRERAHYPERFIT24807,Мужские оправы для очков,54,17,140,138
905,Tom Ford,TF 5372-048,TF5372048,Мужские оправы для очков,54,16,145,140
906,Ray Ban,RB 6360-2863,RB63602863,Мужские оправы для очков,51,20,145,140
907,Ray Ban,RB 7086-2000,RB70862000,Мужские оправы для очков,51,18,140,130
908,Emporio Armani,EA 1041-3131,EA10413131,Мужские оправы для очков,57,17,140,138
909,You's,936 - 09,93609,Мужские оправы для очков,54,18,140,140
910,You's,938 - 203,938203,Мужские оправы для очков,51,18,135,135
911,You's,938 - 100,938100,Мужские оправы для очков,51,18,135,135
912,You's,1024 - 09,102409,Мужские оправы для очков,55,17,140,135
913,You's,1025 - 100,1025100,Мужские оправы для очков,53,19,140,130
914,You's,1025 - 61,102561,Мужские оправы для очков,53,19,140,135
915,You's,1025 - 15,102515,Мужские оправы для очков,53,19,140,135
916,You's,978 - 15,97815,Мужские оправы для очков,56,18,140,135
917,You's,978 - 05,97805,Мужские оправы для очков,56,18,140,135
918,You's,978 - 21,97821,Мужские оправы для очков,56,18,140,135
919,You's,956 - 21,95621,Мужские оправы для очков,50,19,130,130
920,You's,956 - 203,956203,Мужские оправы для очков,50,19,130,130
921,You's,835B - 61,835B61,Мужские оправы для очков,52,18,135,140
922,You's,927 - 60,92760,Мужские оправы для очков,54,19,140,140
923,You's,931 - 15,93115,Мужские оправы для очков,54,18,140,135
924,You's,931 - 60,93160,Мужские оправы для очков,54,18,140,135
925,You's,935 - 15,93515,Мужские оправы для очков,49,17,130,125
926,You's,808 - 205,808205,Мужские оправы для очков,53,19,140,135
927,You's,981 - 203,981203,Мужские оправы для очков,55,19,140,140
928,You's,983 - 203,983203,Мужские оправы для очков,55,19,140,140
929,You's,834 - 15B,83415B,Мужские оправы для очков,54,19,145,140
930,You's,834 - 15,83415,Мужские оправы для очков,54,19,145,135
931,You's,922 - 203,922203,Мужские оправы для очков,50,16,135,125
932,You's,845 - 05,84505,Мужские оправы для очков,53,17,145,140
933,You's,845 - 01,84501,Мужские оправы для очков,53,17,145,140
934,You's,846 - 31,84631,Мужские оправы для очков,54,18,140,135
935,You's,855 - 09,85509,Мужские оправы для очков,52,18,140,130
936,You's,855 - 31,85531,Мужские оправы для очков,52,18,140,130
937,You's,1009 - 15,100915,Мужские оправы для очков,52,18,140,130
938,Safilo,"7A 078, PJP",7A078PJP,Мужские оправы для очков,55,17,145,135
939,Polaroid,"PLD D376/G, 807",PLDD376G807,Мужские оправы для очков,50,21,145,140
940,Polaroid,"PLD D354, 003",PLDD354003,Мужские оправы для очков,56,17,135,138
941,Harley Davidson,HD0776 009,HD0776009,Мужские оправы для очков,55,17,145,135
942,Valentin Yudashkin,VY 27-4 025,VY274025,Мужские оправы для очков,52,18,140,140
943,Silhouette,7642-6061,76426061,Мужские оправы для очков,51,19,145,130
944,Despada,DS-1035 C.1,DS1035C1,Мужские оправы для очков,52,18,140,135
945,Despada,DS-5023 C.3,DS5023C3,Мужские оправы для очков,51,19,145,137
946,Despada,DS-986 C.01,DS986C01,Мужские оправы для очков,54,17,142,136
947,Despada,DS-5014 C.1,DS5014C1,Мужские оправы для очков,53,18,140,135
948,Despada,DS-5003 C.3,DS5003C3,Мужские оправы для очков,56,18,145,142
949,Porsche Design,"P8801 A  (+1,0;+1,5;+2,0)",P8801A101520,Мужские оправы для очков,48,21,150,134
950,Armani Exchange,AX1036-6088,AX10366088,Мужские оправы для очков,55,18,145,135
951,Armani Exchange,AX1050-6099,AX10506099,Мужские оправы для очков,56,17,145,139
952,Armani Exchange,AX1014-6063,AX10146063,Мужские оправы для очков,53,17,145,136
953,Despada,DS-5023 C.1,DS5023C1,Мужские оправы для очков,51,19,145,137
954,Despada,DS-965 C.03,DS965C03,Мужские оправы для очков,59,17,142,144
955,Despada,DS-778 C.3,DS778C3,Мужские оправы для очков,49,20,140,128
956,Despada,DS-1037 C.2,DS1037C2,Мужские оправы для очков,55,18,145,135
957,Safilo,"7A 069, 003",7A069003,Мужские оправы для очков,56,18,145,140
958,Safilo,"7A 096, KB7",7A096KB7,Мужские оправы для очков,55,16,145,135
959,Hermossa,HMO341 C.03,HMO341C03,Мужские оправы для очков,53,15,145,134
960,Despada,DS-5008 C.1,DS5008C1,Мужские оправы для очков,54,17,140,130
961,Despada,DS-5102 C.2,DS5102C2,Мужские оправы для очков,55,17,140,138
962,Despada,DS-921 C.1,DS921C1,Мужские оправы для очков,55,16,140,135
963,Calvin Klein,CK 5978 001,CK5978001,Мужские оправы для очков,48,20,145,140
964,Calvin Klein,CK 5965 001,CK5965001,Мужские оправы для очков,52,19,140,140
965,Riviera,RVS 817 C.5,RVS817C5,Мужские оправы для очков,51,17,140,133
966,Riviera,RV 0711 C.5,RV0711C5,Мужские оправы для очков,56,14,142,143
967,La Stella,838 C.3,838C3,Мужские оправы для очков,56,18,150,140
968,La Stella,7011 C.39,7011C39,Мужские оправы для очков,51,20,136,140
969,La Stella,905 C.01,905C01,Мужские оправы для очков,54,16,140,144
970,La Stella,329 C.3,329C3,Мужские оправы для очков,57,18,145,140
971,La Stella,8010 C.4306,8010C4306,Мужские оправы для очков,54,19,144,147
972,La Stella,839 C1,839C1,Мужские оправы для очков,56,18,150,140
973,La Stella,159 C31,159C31,Мужские оправы для очков,52,18,143,139
974,Carrera,"CA 9920, T1M",CA9920T1M,Мужские оправы для очков,57,17,145,143
975,La Stella,845 C.3,845C3,Мужские оправы для очков,55,18,150,140
976,Blancia,BC-290 C.4,BC290C4,Мужские оправы для очков,54,18,140,136
977,Blancia,BC-191 C.2,BC191C2,Мужские оправы для очков,50,20,140,138
978,Blancia,BC-300 C.2,BC300C2,Мужские оправы для очков,58,17,148,140
979,Blancia,BC-289 C.3,BC289C3,Мужские оправы для очков,55,18,140,138
980,Blancia,BC-171 C.1,BC171C1,Мужские оправы для очков,57,17,140,141
981,Porsche Design,P8112 С,P8112С,Мужские оправы для очков,56,17,145,139
982,Safilo,"7A 090, 003",7A090003,Мужские оправы для очков,55,17,145,136
983,Fabiano,FA-0824 C.03,FA0824C03,Мужские оправы для очков,59,17,150,146
984,Ricardo,RS-212009 C1,RS212009C1,Мужские оправы для очков,59,19,155,146
985,Pal Zileri,PZ218 C.01,PZ218C01,Мужские оправы для очков,54,17,140,130
986,Ray Ban,RB 7053-5365,RB70535365,Мужские оправы для очков,54,17,140,139
987,Ray Ban,RB 7084-5635,RB70845635,Мужские оправы для очков,54,18,140,138
988,Ray Ban,RB 5353-5628,RB53535628,Мужские оправы для очков,50,19,145,140
989,Barton,BA 0130 C3,BA0130C3,Мужские оправы для очков,57,18,145,141
990,Cerruti,CE 6579 C1,CE6579C1,Мужские оправы для очков,56,20,145,141
991,Cerruti,CE 6579 C3,CE6579C3,Мужские оправы для очков,56,20,145,142
992,Cerruti,CE 6544 02,CE654402,Мужские оправы для очков,54,20,140,140
993,Chopard,VCHB96 0584,VCHB960584,Мужские оправы для очков,55,17,140,137
994,Chopard,VCH 162G 0700,VCH162G0700,Мужские оправы для очков,54,19,145,140
995,Chopard,VCH 162 0748,VCH1620748,Мужские оправы для очков,54,19,145,137
996,Chopard,VCH 162G 06S8,VCH162G06S8,Мужские оправы для очков,54,19,145,140
997,Calvin Klein,CK 5468 001,CK5468001,Мужские оправы для очков,55,17,150,135
998,Calvin Klein,CK 5871 273,CK5871273,Мужские оправы для очков,52,18,140,132
999,Oga,7918O BB022,7918OBB022,Мужские оправы для очков,55,16,135,137
1000,Oga,8204O BB021,8204OBB021,Мужские оправы для очков,51,20,140,135
1001,Nomad,2994N BW032,2994NBW032,Мужские оправы для очков,57,15,140,137
1002,Nomad,3065N NM030,3065NNM030,Мужские оправы для очков,57,15,140,135
1003,Nomad,2994N NG030,2994NNG030,Мужские оправы для очков,57,15,140,138
1004,Nomad,2509N MV060,2509NMV060,Мужские оправы для очков,54,16,140,130
1005,Nomad,2266N NN082,2266NNN082,Мужские оправы для очков,53,16,140,130
1006,Nomad,2247N TT011,2247NTT011,Мужские оправы для очков,56,17,140,138
